Date,Close,High,Low,Open,Volume
2024-04-15,171.6533203,175.5696704,171.4644585,174.3072901,73531800.0
2024-04-16,168.3631897,172.7168855,167.2598526,170.7189574,73711200.0
2024-04-17,166.9914703,169.6255559,166.9914703,168.5918059,50901200.0
2024-04-18,166.0372314,167.6276325,165.5501827,167.0212938,43122900.0
2024-04-19,164.0094757,165.4010652,163.0950005,165.2122185,67772100.0
2024-04-22,164.8444366,166.2559104,163.7808679,164.5263655,48116400.0
2024-04-23,165.898056,166.0471646,163.9299467,164.3573732,49537800.0
2024-04-24,168.0053711,168.283689,165.2122421,165.5402477,48251800.0
2024-04-25,168.8701324,169.5858114,167.1405724,168.512293,50558300.0
2024-04-26,168.2836609,170.3114077,168.164371,168.8601809,44838400.0
2024-04-29,172.4584656,174.9732766,172.0608729,172.3292411,68169400.0
2024-04-30,169.3074951,173.9395243,168.9794743,172.2894858,65934800.0
2024-05-01,168.2836609,171.6731936,168.0947991,168.5619788,50383100.0
2024-05-02,171.991272,172.3789301,169.8641193,171.4743894,94214900.0
2024-05-03,182.2791443,185.877408,181.5634654,185.529503,163224100.0
2024-05-06,180.6191711,183.0942135,179.3369067,181.2553285,78569700.0
2024-05-07,181.3050079,183.7899999,180.2315048,182.3487076,77305800.0
2024-05-08,181.6429901,181.9710109,180.3607257,181.7523304,45057100.0
2024-05-09,183.4619904,183.5514464,181.0167516,181.4640472,48983000.0
2024-05-10,182.197937,184.2284345,181.2822213,184.0393165,50759500.0
2024-05-13,185.4128723,186.2290625,183.7605959,184.5767861,72044800.0
2024-05-14,186.5575104,187.4234709,185.4228177,186.6371398,52393600.0
2024-05-15,188.8368683,189.7625319,186.4978013,187.0352961,70400000.0
2024-05-16,188.9562988,190.2104433,188.777144,189.5833711,52845200.0
2024-05-17,188.9861755,189.9218024,188.299385,188.6278507,41282900.0
2024-05-20,190.1507263,191.0266349,188.1301769,188.4486947,44361300.0
2024-05-21,191.4546356,191.8328564,190.0312842,190.2004911,42309400.0
2024-05-22,190.0113678,191.9224437,189.3843107,191.3750009,34648500.0
2024-05-23,186.0101013,190.1109184,185.761265,190.0910072,51005900.0
2024-05-24,189.0956573,189.6928705,187.1646854,187.9410686,36294600.0
2024-05-27,189.0956573,189.6928705,187.1646854,187.9410686,36294600.0
2024-05-28,189.1056061,192.1015891,188.2197496,190.6185196,52280100.0
2024-05-29,189.4042206,191.3551037,188.6278526,188.7273932,53068000.0
2024-05-30,190.3995667,191.2854232,189.7426504,189.8720349,49947900.0
2024-05-31,191.3551025,191.6736203,189.0259986,190.5488754,75158300.0
2024-06-03,193.1268005,194.0823385,191.623835,192.0020558,50080500.0
2024-06-04,193.4453278,194.4108137,192.1314649,193.7339712,47471400.0
2024-06-05,194.9582367,195.9834409,193.9628916,194.4904233,54156800.0
2024-06-06,193.574707,195.5853083,193.2661525,194.7790813,41181800.0
2024-06-07,195.9734955,196.0232658,193.2362965,193.743917,53103900.0
2024-06-10,192.2210388,196.3815892,191.2555529,195.983442,97262100.0
2024-06-11,206.18573,206.1956932,192.7286753,192.7485712,172373300.0
2024-06-12,212.078186,219.1749862,205.9368935,206.4047069,198134300.0
2024-06-13,213.2427521,215.741063,210.6150415,213.7404247,97862700.0
2024-06-14,211.500885,214.1684026,210.3164219,212.8545549,70122700.0
2024-06-17,215.6614227,217.9308084,211.7298126,212.3767808,93728300.0
2024-06-18,213.2924805,217.6122895,212.0084921,216.5771221,79943300.0
2024-06-19,213.2924805,217.6122895,212.0084921,216.5771221,79943300.0
2024-06-20,208.703949,213.2427353,207.8778259,212.9341656,86172500.0
2024-06-21,206.5241699,210.9036825,206.1459339,209.4106648,246421400.0
2024-06-24,207.1711426,211.7099141,205.6283545,206.7530994,80727000.0
2024-06-25,208.0968018,210.3960464,207.6389363,208.176416,56713900.0
2024-06-26,212.2573395,213.8598457,209.6594882,210.5154856,66213200.0
2024-06-27,213.1034088,214.7357743,211.3615548,213.6906588,49772700.0
2024-06-28,209.6395721,215.0642149,209.3210696,214.7656083,82542700.0
2024-07-01,215.7410431,216.4974999,210.9335246,211.1027314,60402900.0
2024-07-02,219.2446747,219.3541633,214.0987422,215.1438424,58046200.0
2024-07-03,220.5187225,220.5187225,218.0104485,218.9759345,37369800.0
2024-07-04,220.5187225,220.5187225,218.0104485,218.9759345,37369800.0
2024-07-05,225.2863922,225.3958808,220.6182216,220.6182216,60412400.0
2024-07-08,226.7595367,226.7893959,222.2108022,226.0329239,59085900.0
2024-07-09,227.615509,228.3321587,225.3162643,226.8690002,48076100.0
2024-07-10,231.8954926,231.9950331,228.1828597,228.2326299,62627700.0
2024-07-11,226.5106964,231.308252,224.7190722,230.3129069,64710600.0
2024-07-12,229.4668579,231.5570887,227.6155154,227.8544037,53046500.0
2024-07-15,233.3088837,236.1257121,232.004984,235.3792033,62631300.0
2024-07-16,233.7269287,235.170176,231.2485141,233.9060835,43234300.0
2024-07-17,227.8145905,230.3825826,225.585012,228.3819293,57345900.0
2024-07-18,223.1364441,229.3673138,221.2353466,229.2080549,66034600.0
2024-07-19,223.2658539,225.7442686,222.2406497,223.7734896,49151500.0
2024-07-22,222.9174805,226.7196906,222.05152,225.9532707,48201800.0
2024-07-23,223.9626007,225.8836247,221.6434447,223.3255804,39960300.0
2024-07-24,217.5226898,223.7535592,216.1192649,222.9572802,61777600.0
2024-07-25,216.4776154,219.8219756,213.6209645,217.9108996,51391200.0
2024-07-26,216.9454193,218.4682961,215.0044843,217.6819649,41601300.0
2024-07-29,217.2241211,218.2791845,214.7457063,215.9500806,36311800.0
2024-07-30,217.7815247,219.3044015,215.1139917,218.1697087,41643800.0
2024-07-31,221.0462341,222.77814,219.6029868,220.4092139,50036300.0
2024-08-01,217.3435516,223.4350586,216.0097929,223.3255701,62501000.0
2024-08-02,218.8365631,224.5498492,216.6965773,218.1298614,105568600.0
2024-08-05,208.2958527,212.5061578,195.0876202,198.1632327,119548600.0
2024-08-06,206.2653503,209.0125124,200.1340364,204.3443417,69660500.0
2024-08-07,208.8433228,212.6455333,205.4292811,205.9369016,63516400.0
2024-08-08,212.3170624,213.2029189,207.8579206,212.1179964,47161100.0
2024-08-09,215.233429,215.7709086,210.9833011,211.1127009,42201600.0
2024-08-12,216.7680359,218.7410961,214.8448036,215.3131585,38028100.0
2024-08-13,220.4949493,221.1127728,218.2428558,218.2428558,44155300.0
2024-08-14,220.9433594,222.2487683,218.9304308,219.7973937,41960600.0
2024-08-15,223.9328461,224.5606442,221.9797049,223.8132713,46414000.0
2024-08-16,225.258194,226.0354606,222.8665916,223.1356501,44340200.0
2024-08-19,225.0987396,225.1983954,222.2587167,224.9293369,40687800.0
2024-08-20,225.7165833,226.3742751,224.6602986,224.979185,30299000.0
2024-08-21,225.6069641,227.1814315,224.261702,225.7265541,34765500.0
2024-08-22,223.7434998,227.5401514,223.1157017,226.9920749,43695300.0
2024-08-23,226.0454254,227.4205964,223.5442229,224.869566,38677300.0
2024-08-26,226.3842163,226.4838721,223.1057474,225.9656893,30602200.0
2024-08-27,227.2312622,228.0483972,224.1022615,225.208374,35934600.0
2024-08-28,225.69664,229.0548305,224.8894646,227.1216236,38052200.0
2024-08-29,228.9850922,232.1041334,228.0782912,229.2940191,51906300.0
2024-08-30,228.1978607,229.5929507,226.6831807,229.3836948,52990800.0
2024-09-02,228.1978607,229.5929507,226.6831807,229.3836948,52990800.0
2024-09-03,221.9896851,228.1978583,220.3952835,227.7494376,50190600.0
2024-09-04,220.0764008,221.0031358,216.718195,220.883561,43840200.0
2024-09-05,221.6010437,224.6901758,220.7440555,220.8536708,36615400.0
2024-09-06,220.0465088,224.4510244,219.0001837,223.1655345,48423000.0
2024-09-09,220.1362,220.4949396,215.9509148,220.0465189,67180000.0
2024-09-10,219.3389893,220.7041855,215.970824,218.1531552,51591000.0
2024-09-11,221.8800659,222.3085524,217.1267701,220.6842723,44587100.0
2024-09-12,221.9896851,222.7669517,219.0500214,221.7206266,37498200.0
2024-09-13,221.7206116,223.2552105,221.1326819,222.7968303,36766600.0
2024-09-16,215.5622711,216.4591125,213.1706688,215.7814865,59357400.0
2024-09-17,216.0306091,216.1402244,213.7486374,214.9942588,45519300.0
2024-09-18,219.9169617,221.9298902,216.7779865,216.7879612,59894900.0
2024-09-19,228.0683136,229.0149981,223.8431751,224.2019147,66781300.0
2024-09-20,227.40065,232.2735206,226.8226798,229.1644543,318679900.0
2024-09-23,225.676712,228.6462693,225.0190203,226.5436597,54146000.0
2024-09-24,226.5735626,228.546638,224.9393078,227.8490778,43556100.0
2024-09-25,225.5770721,226.4938478,223.2353128,224.1421137,42308700.0
2024-09-26,226.7230377,227.6996007,224.6204281,226.5038071,36636700.0
2024-09-27,226.9920807,228.7160317,226.5038068,227.6597472,34026000.0
2024-09-30,232.1838379,232.1838379,228.8455663,229.2341996,54541900.0
2024-10-01,225.4176178,228.8455551,222.9562687,228.7160208,63285000.0
2024-10-02,225.9856262,226.5735559,222.2388023,225.0987444,32880600.0
2024-10-03,224.8795166,226.0155228,222.5377574,224.3513743,34044200.0
2024-10-04,226.0055695,227.2013631,223.3449237,227.1017073,37245100.0
2024-10-07,220.9134827,224.8994718,220.554743,223.7136376,39505400.0
2024-10-08,224.9791718,225.1884276,222.4679946,223.5143197,31855700.0
2024-10-09,228.7359619,228.945233,224.0424686,224.4410614,33591100.0
2024-10-10,228.2377014,228.6960968,226.3742566,226.9821205,28183500.0
2024-10-11,226.7529449,228.6064304,226.5436738,228.4968151,31759200.0
2024-10-14,230.4898071,230.9182936,227.7992677,227.8989083,39882100.0
2024-10-15,233.0308685,236.6581176,231.5560418,232.7917037,64751400.0
2024-10-16,230.9681091,231.3069145,229.0349022,230.7887469,34082200.0
2024-10-17,231.3368225,233.0308799,229.7125424,232.6123377,32993800.0
2024-10-18,234.1768494,235.3527088,233.1903116,235.3527088,46431500.0
2024-10-21,235.6516571,236.0203714,233.628769,233.628769,36254500.0
2024-10-22,235.0338287,235.3925683,231.7852534,233.070728,38846600.0
2024-10-23,229.9516907,234.3163533,226.962199,233.2600687,52287000.0
2024-10-24,229.7623596,230.0114839,227.6099221,229.1744147,31109500.0
2024-10-25,230.599411,232.4030684,228.7658599,228.9352626,38802300.0
2024-10-28,232.5824432,233.9077864,231.7354297,232.5027368,36087100.0
2024-10-29,232.8515015,233.5091933,231.5062394,232.283506,35417200.0
2024-10-30,229.2940063,232.652197,228.7459299,231.7952088,47070900.0
2024-10-31,225.1186829,229.02495,224.5805659,228.5366609,64370100.0
2024-11-01,222.1291962,224.5606518,219.4984441,220.1959892,65276700.0
2024-11-04,221.2323303,222.0095969,218.940399,220.2159142,44944500.0
2024-11-05,222.6672974,223.165546,220.3653913,221.0230831,28111300.0
2024-11-06,221.9398499,225.2781214,220.4152104,221.8302346,54561100.0
2024-11-07,226.6831818,227.0817898,223.7833864,223.8431738,42137700.0
2024-11-08,226.4138336,228.1097396,225.8651541,226.6233197,38328800.0
2024-11-11,223.6903992,225.1568629,220.966973,224.4585505,42005600.0
2024-11-12,223.6903992,225.047127,222.8224976,224.0096364,40398300.0
2024-11-13,224.5782623,226.1045793,222.2239409,223.4709328,48566200.0
2024-11-14,227.6708069,228.3192366,224.4585544,224.4785105,44923900.0
2024-11-15,224.4585419,226.3739196,223.7303029,225.8551667,47923700.0
2024-11-18,227.471283,229.1871451,224.6281353,224.7079446,44686000.0
2024-11-19,227.7306519,229.6061326,226.1145552,226.4337772,36211800.0
2024-11-20,228.4489136,229.3766682,225.3463972,227.5111732,35169600.0
2024-11-21,227.9700775,229.6061303,225.1668421,228.3292118,42108300.0
2024-11-22,229.3168182,230.1647788,227.5111764,227.5111764,38168300.0
2024-11-25,232.3096008,232.6886912,229.1871434,230.9030055,90152800.0
2024-11-26,234.4943237,235.0031062,232.7684913,232.7684913,45986200.0
2024-11-27,234.3646545,235.1228354,233.2473546,233.90577,33498400.0
2024-11-28,234.3646545,235.1228354,233.2473546,233.90577,33498400.0
2024-11-29,236.7588806,237.2377213,233.4069657,234.2449406,28481400.0
2024-12-02,239.0134277,240.2105369,236.5892828,236.6990187,48137100.0
2024-12-03,242.0660706,242.1758065,238.3250947,239.2329085,38861000.0
2024-12-04,242.4252014,243.5225604,240.6694423,242.2855389,44383900.0
2024-12-05,242.4551239,243.9515142,241.5473254,243.4028499,40033900.0
2024-12-06,242.2556,244.0413009,241.4974344,242.3254388,36870600.0
2024-12-09,246.1562042,246.6450305,241.1682366,241.2480459,44649200.0
2024-12-10,247.1737518,247.6126954,244.7495917,246.2958647,36914800.0
2024-12-11,245.8968201,250.1964455,245.6673626,247.3632837,45205800.0
2024-12-12,247.3632965,248.1414182,245.0887693,246.2958641,32777500.0
2024-12-13,247.5328827,248.6900796,245.6474316,247.2236311,33155300.0
2024-12-16,250.4358673,250.7750607,247.0540259,247.3932193,51694800.0
2024-12-17,252.8699951,253.2191589,249.1789022,249.4781833,51356400.0
2024-12-18,247.4530792,253.6680827,247.1438277,251.5531893,56774100.0
2024-12-19,249.1888885,251.393577,246.495389,246.904406,60882300.0
2024-12-20,253.877594,254.3863612,245.0987675,247.4431033,147495300.0
2024-12-23,254.6557159,255.0347911,252.8400883,254.1569192,40858800.0
2024-12-24,257.5786743,257.5886296,254.6756581,254.875189,23234700.0
2024-12-25,257.5786743,257.5886296,254.6756581,254.875189,23234700.0
2024-12-26,258.3966675,259.4740856,257.0100283,257.5686782,27237100.0
2024-12-27,254.9749298,258.0774616,252.4510194,257.2095296,42355300.0
2024-12-30,251.5930939,252.8899686,250.1465862,251.6230205,35557500.0
2024-12-31,249.8173828,252.6705011,248.8297597,251.8325261,39480700.0
2025-01-01,249.8173828,252.6705011,248.8297597,251.8325261,39480700.0
2025-01-02,243.2631989,248.5005651,241.2380851,248.3309608,55740700.0
2025-01-03,242.7743683,243.5923871,241.3079045,242.7743683,40244100.0
2025-01-06,244.4104156,246.7348104,242.6147442,243.7220737,45045600.0
2025-01-07,241.6271362,244.959095,240.7692052,242.3952723,40856000.0
2025-01-08,242.1159363,243.1235154,239.4723196,241.3378146,37628900.0
2025-01-09,242.1159363,243.1235154,239.4723196,241.3378146,37628900.0
2025-01-10,236.2800293,239.5820614,232.4392882,239.4324132,61710900.0
2025-01-13,233.8359222,234.1052768,229.1671917,232.9680207,49630700.0
2025-01-14,232.7186127,235.5517746,231.9105644,234.1850763,39435300.0
2025-01-15,237.2975616,238.3849501,233.8658376,234.0753389,39832000.0
2025-01-16,227.7106934,237.4372303,227.4812511,236.7788301,71759100.0
2025-01-17,229.4265594,231.7309981,227.9301691,231.561409,68488300.0
2025-01-20,229.4265594,231.7309981,227.9301691,231.561409,68488300.0
2025-01-21,222.1042175,223.8799328,218.8520682,223.4609453,98070400.0
2025-01-22,223.2913513,223.5806467,219.2610651,219.2610651,64126500.0
2025-01-23,223.1217804,226.4836658,221.7650525,224.1991833,60234800.0
2025-01-24,222.2438812,225.0870288,220.877183,224.2390682,54697900.0
2025-01-27,229.306839,231.5913214,223.4409844,223.4808967,94863400.0
2025-01-28,237.6866302,239.6119937,230.2545615,230.2944737,75707600.0
2025-01-29,238.7839966,239.2827934,233.4468649,233.5566008,45486100.0
2025-01-30,237.0182343,240.2105304,236.6391591,238.0956371,55658300.0
2025-01-31,235.4320831,246.5951576,232.878246,246.5951576,101075100.0
2025-02-03,227.4613037,231.2721184,225.156865,229.4365499,73063300.0
2025-02-04,232.2397766,232.5689843,226.1045673,226.7031295,45067300.0
2025-02-05,231.9105682,232.1100839,227.7206785,227.9800473,39620300.0
2025-02-06,232.6587677,233.2373738,229.8754732,230.7334042,29925300.0
2025-02-07,227.0822144,233.4368801,226.7130944,232.0402553,39707200.0
2025-02-10,227.3518524,230.2880045,226.9024448,229.2693513,33115600.0
2025-02-11,232.3153534,234.9219359,227.8312433,227.9011437,53718400.0
2025-02-12,236.5597839,236.6496777,230.3778881,230.8972113,45243300.0
2025-02-13,241.2136841,242.0226208,235.261498,236.5997394,53614100.0
2025-02-14,244.2796631,245.2284159,240.6743904,240.9340444,40896200.0
2025-02-17,244.2796631,245.2284159,240.6743904,240.9340444,40896200.0
2025-02-18,244.1498413,244.858903,241.5232807,243.8302531,48822500.0
2025-02-19,244.5493011,245.6878075,242.8415492,244.3395847,32204200.0
2025-02-20,245.5080566,246.4568094,243.9700649,244.6192228,32316900.0
2025-02-21,245.2284241,248.3643112,244.8988544,245.6278941,53197400.0
2025-02-24,246.7763977,248.5340873,244.0998996,244.6092262,51326400.0
2025-02-25,246.7164612,249.6725914,244.5892611,247.6752106,48013300.0
2025-02-26,240.0452118,244.6591563,238.8168269,244.0100137,44433600.0
2025-02-27,236.9892273,242.1424732,236.7495361,239.0964646,41153600.0
2025-02-28,241.5232697,241.7729422,229.8985146,236.6396745,56833400.0
2025-03-03,237.7182617,243.7104038,235.8007781,241.4733319,47184000.0
2025-03-04,235.6210175,239.7556103,234.3726545,237.3987004,53798100.0
2025-03-05,235.4312744,236.2402112,228.9297903,235.1116862,47227600.0
2025-03-06,235.0218048,237.5484902,232.8546486,234.132971,45170400.0
2025-03-07,238.7569122,241.0538879,234.452544,234.8020917,46273600.0
2025-03-10,227.1820831,235.8507235,223.926358,235.2315251,72071200.0
2025-03-11,220.5507813,225.5442332,217.1652215,223.5168929,76137400.0
2025-03-12,216.6958313,221.4595886,214.6285502,219.8516965,62547500.0
2025-03-13,209.4053955,216.5560224,208.1470511,215.6671886,61368300.0
2025-03-14,213.2104187,213.6698078,209.3055356,210.9733467,60107600.0
2025-03-17,213.7197418,214.9381453,209.6950208,213.030643,48073400.0
2025-03-18,212.4114532,214.868223,211.2130279,213.8795293,42432400.0
2025-03-19,214.9581146,218.4734937,213.4700605,213.9394462,54385400.0
2025-03-20,213.8196106,217.2051703,211.9420679,213.709754,48862900.0
2025-03-21,217.9841461,218.5533917,211.0032951,211.2829272,94127800.0
2025-03-24,220.440918,221.1899357,218.2937398,220.7105686,44299500.0
2025-03-25,223.4569702,223.8065179,219.7917784,220.4808772,34493600.0
2025-03-26,221.2398682,224.7253029,220.1812588,223.2172708,34466100.0
2025-03-27,223.556839,224.6953454,220.2711392,221.100054,37094800.0
2025-03-28,217.614624,223.5168877,217.3949109,221.379691,39818600.0
2025-03-31,221.8390961,225.3245157,215.9468138,216.725791,65299300.0
2025-04-01,222.8977051,223.3870536,218.6133149,219.5221268,36412700.0
2025-04-02,223.5967865,224.895087,220.73055,221.0301602,35905900.0
2025-04-03,202.9239044,207.2182762,200.9864426,205.2708177,103419000.0
2025-04-04,188.1333008,199.6182403,187.0946542,193.6360794,125910900.0
2025-04-07,181.2223663,193.8957347,174.3913124,176.9679355,160466300.0
2025-04-08,172.1941986,190.0907289,168.9884109,186.4554964,120859500.0
2025-04-09,198.5895844,200.3472739,171.6648855,171.7248045,184395900.0
2025-04-10,190.1706238,194.5249145,182.7603429,188.8224009,121880000.0
2025-04-11,197.8904877,199.2786667,185.8163249,185.8562811,87435900.0
2025-04-14,202.254776,212.6611277,200.8965565,211.1630922,101352900.0
2025-04-15,201.8752747,203.2434756,199.5383428,201.5956426,51343900.0
2025-04-16,194.0155792,200.4371509,192.1180584,198.1002191,59732400.0
2025-04-17,196.7220306,198.569614,194.1653857,196.9417437,51334300.0
2025-04-18,196.7220306,198.569614,194.1653857,196.9417437,51334300.0
2025-04-21,192.9070282,193.5461894,189.5614095,193.0168847,46742500.0
2025-04-22,199.4784241,201.3259922,195.713357,195.8631545,52976400.0
2025-04-23,204.3320618,207.727603,202.534416,205.7302222,52929200.0
2025-04-24,208.0971069,208.5565112,202.6742256,204.6216687,47311000.0
2025-04-25,209.0059204,209.4753061,205.9299522,206.0997278,38222300.0
2025-04-28,209.8647919,211.2230114,207.188309,209.7249758,38743100.0
2025-04-29,210.9333954,211.9620452,208.0971032,208.4166914,36827600.0
2025-04-30,212.2217102,213.3002977,206.3993433,209.025904,52286500.0
2025-05-01,213.0406342,214.2790004,208.6264094,208.8061816,57365700.0
2025-05-02,205.0810699,206.7189215,201.8952453,205.8200911,101010600.0
2025-05-05,198.6295319,203.8327155,197.9504297,202.8340251,69018500.0
2025-05-06,198.2500153,200.387212,196.7619764,197.9504203,51216500.0
2025-05-07,195.992981,199.1788056,192.9969099,198.9091549,68536700.0
2025-05-08,197.231369,199.788014,194.4250362,197.4610635,50478900.0
2025-05-09,198.2700043,200.2773665,197.2812953,198.73939,36453900.0
2025-05-12,210.7899933,211.2700043,206.75,210.9700012,63775800.0
2025-05-13,212.9299927,213.3999939,209.0,210.4299927,51909300.0
2025-05-14,212.3300018,213.9400024,210.5800018,212.4299927,49325800.0
2025-05-15,211.4499969,212.9600067,209.5399933,210.9499969,45029500.0
2025-05-16,211.2599945,212.5700073,209.7700043,212.3600006,54737900.0
2025-05-19,208.7799988,209.4799957,204.2599945,207.9100037,46140500.0
2025-05-20,206.8600006,208.4700012,205.0299988,207.6699982,42496600.0
2025-05-21,202.0899963,207.0399933,200.7100067,205.1699982,59211800.0
2025-05-22,201.3600006,202.75,199.6999969,200.7100067,46742400.0
2025-05-23,195.2700043,197.6999969,193.4600067,193.6699982,78432900.0
2025-05-26,195.2700043,197.6999969,193.4600067,193.6699982,78432900.0
2025-05-27,200.2100067,200.7400055,197.4299927,198.3000031,56288500.0
2025-05-28,200.4199982,202.7299957,199.8999939,200.5899963,45339700.0
2025-05-29,199.9499969,203.8099976,198.5099945,203.5800018,51396800.0
2025-05-30,200.8500061,201.9600067,196.7799988,199.3699951,70819900.0
2025-06-02,201.6999969,202.1300049,200.1199951,200.2799988,35423300.0
2025-06-03,203.2700043,203.7700043,200.9600067,201.3500061,46381600.0
2025-06-04,202.8200073,206.2400055,202.1000061,202.9100037,43604000.0
2025-06-05,200.6300049,204.75,200.1499939,203.5,55126100.0
2025-06-06,203.9199982,205.6999969,202.0500031,203.0,46607700.0
2025-06-09,201.4499969,206.0,200.0200043,204.3899994,72862600.0
2025-06-10,202.6699982,204.3500061,200.5700073,200.6000061,54672600.0
2025-06-11,198.7799988,204.5,198.4100037,203.5,60989900.0
2025-06-12,199.1999969,199.6799927,197.3600006,199.0800018,43904600.0
2025-06-13,196.4499969,200.3699951,195.6999969,199.7299957,51447300.0
2025-06-16,198.4199982,198.6900024,196.5599976,197.3000031,43020700.0
2025-06-17,195.6399994,198.3899994,195.2100067,197.1999969,38856200.0
